"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC-041: should validate missing postal code","chromium","2026-01-02","skipped","2026-01-02","Shipping Information","","",""
"","0","TC-007: should display error with wrong username","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"","0","TC-014: should navigate to product detail page","chromium","2026-01-02","skipped","2026-01-02","Product Details","","",""
"Cart page displays 0 items when user has not added any products.","1187","TC-035: cart page shows zero items when no products added","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-078: cart is empty after completing purchase and returning to inventory","chromium","2026-01-02","skipped","2026-01-02","Complete Order","","",""
"","0","TC-023: should add single item to cart","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"","0","TC-026: should remove item from inventory page","chromium","2026-01-02","skipped","2026-01-02","Remove from Cart","","",""
"","0","TC-035: cart page shows zero items when no products added","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"Verify that an item can be removed from the cart page.","1045","TC-027: should remove item from cart page","SauceDemo","2026-01-02","passed","2026-01-02","Remove from Cart","Cart Tests","",""
"","0","TC-020: should sort products by price high to low","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","0","TC-028: should remove all items from cart","chromium","2026-01-02","skipped","2026-01-02","Remove from Cart","","",""
"","0","TC-025: should not add same item twice","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"","0","TC-011: logout redirects to login page","chromium","2026-01-02","skipped","2026-01-02","Logout","","",""
"","0","TC-013: should display all products on inventory page","chromium","2026-01-02","skipped","2026-01-02","Product Display","","",""
"","0","TC-043: order summary page shows item total","chromium","2026-01-02","skipped","2026-01-02","Order Summary","","",""
"","0","TC-019: should sort products by price low to high","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","1","TC-006: should display error with wrong password","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"","0","TC-047: should return to home page after completing an order","chromium","2026-01-02","skipped","2026-01-02","Order Confirmation","","",""
"Verify that a single item can be added to the cart.","1207","TC-023: should add single item to cart","SauceDemo","2026-01-02","passed","2026-01-02","Add to Cart","Cart Tests","",""
