"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that menu starts closed, opens when clicking burger icon, closes when clicking X.","3820","TC-048: hamburger menu toggles between open and closed states","SauceDemo","2026-01-03","passed","2026-01-03","Menu Navigation","User Experience Tests","",""
"","0","TC-053: should display payment and shipping information","SauceDemo","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"Clicking Continue Shopping from cart redirects to inventory page.","2473","TC-032: continue shopping button redirects to inventory page","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"Verify that checkout fails when last name is missing.","2286","TC-040: should validate missing last name","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
"Verify that user session persists after refreshing the page.","2144","TC-012: should persist session after page refresh","SauceDemo","2026-01-03","passed","2026-01-03","Session Management","Authentication Tests","",""
"","0","TC-041: should validate missing postal code","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"Verify that removed item is no longer displayed in cart.","1739","TC-060: should verify item no longer in cart after removal","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"","0","TC-048: hamburger menu toggles between open and closed states","SauceDemo","2026-01-03","skipped","2026-01-03","Menu Navigation","","",""
"","0","TC-012: should persist session after page refresh","SauceDemo","2026-01-03","skipped","2026-01-03","Session Management","","",""
"","0","TC-050: mobile viewport displays inventory items and toggles menu","SauceDemo","2026-01-03","skipped","2026-01-03","Mobile Viewport","","",""
"","0","TC-020: should sort products by price high to low","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-019: should sort products by price low to high","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-029: cart page shows all added items","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"Cart badge shows 0 when empty, increments on add, decrements on remove.","1118","TC-030: cart badge reflects number of items added and removed","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"","0","TC-010: should block locked out user","SauceDemo","2026-01-03","skipped","2026-01-03","Account Security","","",""
"","1","TC-036: cart shows 3 items when 3 products are added","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","1","TC-028: should remove all items from cart","SauceDemo","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-049: should reset app state","SauceDemo","2026-01-03","skipped","2026-01-03","Reset State","","",""
"","0","TC-042: should cancel checkout","SauceDemo","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-022: back to products button redirects to inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"Verify that login fails when username is not provided.","1314","TC-008: should display error with empty username","SauceDemo","2026-01-03","passed","2026-01-03","Invalid Credentials","Authentication Tests","",""
"","0","TC-046: should display order confirmation","SauceDemo","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"","0","TC-037: should add item from product detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","0","TC-016: should add product to cart from detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-032: continue shopping button redirects to inventory page","SauceDemo","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-044: should display ordered product items in summary","SauceDemo","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"Verify that login fails with correct username but wrong password.","1804","TC-006: should display error with wrong password","SauceDemo","2026-01-03","passed","2026-01-03","Invalid Credentials","Authentication Tests","",""
"Verify that products can be sorted alphabetically A to Z.","2015","TC-017: should sort products A-Z","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"Verify that products can be sorted by price from low to high.","2375","TC-019: should sort products by price low to high","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"","0","TC-017: should sort products A-Z","SauceDemo","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-072: should remove item from detail page","SauceDemo","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-023: should add single item to cart","SauceDemo","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
