"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC-033: checkout button redirects to checkout step one","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"Verify that an item can be removed from cart while on inventory page.","1068","TC-026: should remove item from inventory page","SauceDemo","2026-01-02","passed","2026-01-02","Remove from Cart","Cart Tests","",""
"","0","TC-053: should display payment and shipping information","chromium","2026-01-02","skipped","2026-01-02","Order Summary","","",""
"","0","TC-035: cart page shows zero items when no products added","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","0","TC-011: logout redirects to login page","chromium","2026-01-02","skipped","2026-01-02","Logout","","",""
"","0","TC-007: should display error with wrong username","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"","1","TC-038: should enter valid checkout information","chromium","2026-01-02","skipped","2026-01-02","Shipping Information","","",""
"","0","TC-075: cart icon in header redirects to cart page","chromium","2026-01-02","skipped","2026-01-02","Menu Navigation","","",""
"","0","TC-031: should persist cart after logout and login","chromium","2026-01-02","skipped","2026-01-02","Cart Persistence","","",""
"","0","TC-030: cart badge reflects number of items added and removed","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","0","TC-043: order summary page shows item total","chromium","2026-01-02","skipped","2026-01-02","Order Summary","","",""
"","0","TC-049: should reset app state","chromium","2026-01-02","skipped","2026-01-02","Reset State","","",""
"","0","TC-045: finish button redirects to order confirmation page","chromium","2026-01-02","skipped","2026-01-02","Complete Order","","",""
"","0","TC-008: should display error with empty username","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"","0","TC-046: should display order confirmation","chromium","2026-01-02","skipped","2026-01-02","Order Confirmation","","",""
"Cart page displays 0 items when user has not added any products.","952","TC-035: cart page shows zero items when no products added","SauceDemo","2026-01-02","passed","2026-01-02","View Cart","Cart Tests","",""
"","0","TC-072: should remove item from detail page","chromium","2026-01-02","skipped","2026-01-02","Product Details","","",""
"","0","TC-050: mobile viewport displays inventory items and toggles menu","chromium","2026-01-02","skipped","2026-01-02","Mobile Viewport","","",""
"","0","TC-041: should validate missing postal code","chromium","2026-01-02","skipped","2026-01-02","Shipping Information","","",""
"","0","TC-048: hamburger menu toggles between open and closed states","chromium","2026-01-02","skipped","2026-01-02","Menu Navigation","","",""
"","1","TC-037: should add item from product detail page","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"Clicking cart icon in header redirects to cart page.","872","TC-075: cart icon in header redirects to cart page","SauceDemo","2026-01-02","passed","2026-01-02","Menu Navigation","User Experience Tests","",""
"","0","TC-026: should remove item from inventory page","chromium","2026-01-02","skipped","2026-01-02","Remove from Cart","","",""
"","0","TC-012: should persist session after page refresh","chromium","2026-01-02","skipped","2026-01-02","Session Management","","",""
"Verify that an item can be added to cart from the product detail page.","4067","TC-037: should add item from product detail page","SauceDemo","2026-01-02","passed","2026-01-02","Add to Cart","Cart Tests","",""
"","0","TC-024: should add multiple items to cart","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"","0","TC-014: should navigate to product detail page","chromium","2026-01-02","skipped","2026-01-02","Product Details","","",""
"","0","TC-029: cart page shows all added items","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"Verify that adding the same item twice does not duplicate it in cart.","1039","TC-025: should not add same item twice","SauceDemo","2026-01-02","passed","2026-01-02","Add to Cart","Cart Tests","",""
"","0","TC-032: continue shopping button redirects to inventory page","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","0","TC-039: should validate missing first name","chromium","2026-01-02","skipped","2026-01-02","Shipping Information","","",""
"","0","TC-060: should verify item no longer in cart after removal","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","0","TC-017: should sort products A-Z","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","0","TC-010: should block locked out user","chromium","2026-01-02","skipped","2026-01-02","Account Security","","",""
"","1","TC-013: should display all products on inventory page","chromium","2026-01-02","skipped","2026-01-02","Product Display","","",""
"Verify that an item can be removed from the cart page.","997","TC-027: should remove item from cart page","SauceDemo","2026-01-02","passed","2026-01-02","Remove from Cart","Cart Tests","",""
