"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that adding the same item twice does not duplicate it in cart.","1969","TC-025: should not add same item twice","SauceDemo","2026-01-03","passed","2026-01-03","Add to Cart","Cart Tests","",""
"Verify that checkout fails when first name is missing.","2258","TC-039: should validate missing first name","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
"","0","TC-044: should display ordered product items in summary","chromium","2026-01-03","skipped","2026-01-03","Order Summary","","",""
"Clicking Finish on checkout summary redirects to order complete page.","2171","TC-045: finish button redirects to order confirmation page","SauceDemo","2026-01-03","passed","2026-01-03","Complete Order","Checkout Tests","",""
"User is redirected to login page after clicking logout.","2680","TC-011: logout redirects to login page","SauceDemo","2026-01-03","passed","2026-01-03","Logout","Authentication Tests","",""
"","0","TC-020: should sort products by price high to low","chromium","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"","0","TC-047: should return to home page after completing an order","chromium","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"Clicking Checkout from cart redirects to checkout information page.","2163","TC-033: checkout button redirects to checkout step one","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"Verify that all items can be removed from the cart.","2654","TC-028: should remove all items from cart","SauceDemo","2026-01-03","passed","2026-01-03","Remove from Cart","Cart Tests","",""
"","0","TC-035: cart page shows zero items when no products added","chromium","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-011: logout redirects to login page","chromium","2026-01-03","skipped","2026-01-03","Logout","","",""
"","1","TC-013: should display all products on inventory page","chromium","2026-01-03","skipped","2026-01-03","Product Display","","",""
"Verify that an item can be removed from the cart page.","2487","TC-027: should remove item from cart page","SauceDemo","2026-01-03","passed","2026-01-03","Remove from Cart","Cart Tests","",""
"Order complete page displays confirmation text to user.","2111","TC-055: order confirmation page shows thank you message","SauceDemo","2026-01-03","passed","2026-01-03","Order Confirmation","Checkout Tests","",""
"Cart badge shows 0 when empty, increments on add, decrements on remove.","2268","TC-030: cart badge reflects number of items added and removed","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"Verify that clicking on a product navigates to its detail page.","1671","TC-014: should navigate to product detail page","SauceDemo","2026-01-03","passed","2026-01-03","Product Details","Product Catalog Tests","",""
"Verify that a locked out user cannot access the application.","1445","TC-010: should block locked out user","SauceDemo","2026-01-03","passed","2026-01-03","Account Security","Authentication Tests","",""
"","0","TC-055: order confirmation page shows thank you message","chromium","2026-01-03","skipped","2026-01-03","Order Confirmation","","",""
"Verify that app state can be reset from the menu.","4020","TC-049: should reset app state","SauceDemo","2026-01-03","passed","2026-01-03","Reset State","User Experience Tests","",""
"Verify that all 6 products are displayed on the inventory page.","1702","TC-013: should display all products on inventory page","SauceDemo","2026-01-03","passed","2026-01-03","Product Display","Product Catalog Tests","",""
"","0","TC-026: should remove item from inventory page","chromium","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-075: cart icon in header redirects to cart page","chromium","2026-01-03","skipped","2026-01-03","Menu Navigation","","",""
"","0","TC-018: should sort products Z-A","chromium","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"Verify that products can be sorted by price from high to low.","2025","TC-020: should sort products by price high to low","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"Clicking cart icon in header redirects to cart page.","1423","TC-075: cart icon in header redirects to cart page","SauceDemo","2026-01-03","passed","2026-01-03","Menu Navigation","User Experience Tests","",""
"","0","TC-051: should redirect to login when accessing inventory page directly","chromium","2026-01-03","skipped","2026-01-03","Protected Routes","","",""
"Verify that removed item is no longer displayed in cart.","1947","TC-060: should verify item no longer in cart after removal","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"Verify that item can be removed from cart on product detail page.","2637","TC-072: should remove item from detail page","SauceDemo","2026-01-03","passed","2026-01-03","Product Details","Product Catalog Tests","",""
"Verify that user session persists after refreshing the page.","1617","TC-012: should persist session after page refresh","SauceDemo","2026-01-03","passed","2026-01-03","Session Management","Authentication Tests","",""
"","0","TC-060: should verify item no longer in cart after removal","chromium","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-040: should validate missing last name","chromium","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-050: mobile viewport displays inventory items and toggles menu","chromium","2026-01-03","skipped","2026-01-03","Mobile Viewport","","",""
"","0","TC-007: should display error with wrong username","chromium","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"Verify that user can return to inventory after completing order.","2301","TC-047: should return to home page after completing an order","SauceDemo","2026-01-03","passed","2026-01-03","Order Confirmation","Checkout Tests","",""
"","0","TC-017: should sort products A-Z","chromium","2026-01-03","skipped","2026-01-03","Sort Products","","",""
"Verify that inventory page loads within acceptable time (performance).","7600","TC-052: should load performance inventory page within acceptable time","SauceDemo","2026-01-03","passed","2026-01-03","Page Load Time","Platform Tests","",""
"Verify that a product can be added to cart from the detail page.","1154","TC-016: should add product to cart from detail page","SauceDemo","2026-01-03","passed","2026-01-03","Product Details","Product Catalog Tests","",""
"","0","TC-027: should remove item from cart page","chromium","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-032: continue shopping button redirects to inventory page","chromium","2026-01-03","skipped","2026-01-03","View Cart","","",""
"Verify that an item can be added to cart from the product detail page.","1905","TC-037: should add item from product detail page","SauceDemo","2026-01-03","passed","2026-01-03","Add to Cart","Cart Tests","",""
"","0","TC-016: should add product to cart from detail page","chromium","2026-01-03","skipped","2026-01-03","Product Details","","",""
"Verify that products can be sorted alphabetically Z to A.","1896","TC-018: should sort products Z-A","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"","0","TC-010: should block locked out user","chromium","2026-01-03","skipped","2026-01-03","Account Security","","",""
"Verify that order confirmation message is displayed.","2155","TC-046: should display order confirmation","SauceDemo","2026-01-03","passed","2026-01-03","Order Confirmation","Checkout Tests","",""
"Clicking Back to products from detail page redirects to inventory.","2543","TC-022: back to products button redirects to inventory page","SauceDemo","2026-01-03","passed","2026-01-03","Product Details","Product Catalog Tests","",""
"","0","TC-078: cart is empty after completing purchase and returning to inventory","chromium","2026-01-03","skipped","2026-01-03","Complete Order","","",""
"","1","TC-001: valid users redirect to inventory page after login","chromium","2026-01-03","skipped","2026-01-03","Valid Credentials","","",""
"Verify that payment and shipping information is displayed in summary.","2182","TC-053: should display payment and shipping information","SauceDemo","2026-01-03","passed","2026-01-03","Order Summary","Checkout Tests","",""
"","0","TC-008: should display error with empty username","chromium","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"","0","TC-023: should add single item to cart","chromium","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","1","TC-024: should add multiple items to cart","chromium","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"Verify that login fails with correct username but wrong password.","2011","TC-006: should display error with wrong password","SauceDemo","2026-01-03","passed","2026-01-03","Invalid Credentials","Authentication Tests","",""
"","0","TC-049: should reset app state","chromium","2026-01-03","skipped","2026-01-03","Reset State","","",""
"All users with correct credentials are redirected to inventory page.","3389","TC-001: valid users redirect to inventory page after login","SauceDemo","2026-01-03","passed","2026-01-03","Valid Credentials","Authentication Tests","",""
"","0","TC-042: should cancel checkout","chromium","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"","0","TC-045: finish button redirects to order confirmation page","chromium","2026-01-03","skipped","2026-01-03","Complete Order","","",""
"","0","TC-031: should persist cart after logout and login","chromium","2026-01-03","skipped","2026-01-03","Cart Persistence","","",""
"","1","TC-030: cart badge reflects number of items added and removed","chromium","2026-01-03","skipped","2026-01-03","View Cart","","",""
"","0","TC-072: should remove item from detail page","chromium","2026-01-03","skipped","2026-01-03","Product Details","","",""
"","0","TC-041: should validate missing postal code","chromium","2026-01-03","skipped","2026-01-03","Shipping Information","","",""
"Verify that products can be sorted by price from low to high.","1975","TC-019: should sort products by price low to high","SauceDemo","2026-01-03","passed","2026-01-03","Sort Products","Product Catalog Tests","",""
"Cart item count matches number of products added from inventory.","2084","TC-036: cart shows 3 items when 3 products are added","SauceDemo","2026-01-03","passed","2026-01-03","View Cart","Cart Tests","",""
"","1","TC-028: should remove all items from cart","chromium","2026-01-03","skipped","2026-01-03","Remove from Cart","","",""
"","0","TC-033: checkout button redirects to checkout step one","chromium","2026-01-03","skipped","2026-01-03","View Cart","","",""
"Verify that a single item can be added to the cart.","1742","TC-023: should add single item to cart","SauceDemo","2026-01-03","passed","2026-01-03","Add to Cart","Cart Tests","",""
"Verify that valid checkout information can be entered and submitted.","1769","TC-038: should enter valid checkout information","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
"","0","TC-025: should not add same item twice","chromium","2026-01-03","skipped","2026-01-03","Add to Cart","","",""
"","0","TC-009: should display error with empty password","chromium","2026-01-03","skipped","2026-01-03","Invalid Credentials","","",""
"Verify that user can cancel checkout and return to cart page.","2506","TC-042: should cancel checkout","SauceDemo","2026-01-03","passed","2026-01-03","Shipping Information","Checkout Tests","",""
