"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC-010: should block locked out user","chromium","2026-01-02","skipped","2026-01-02","Account Security","","",""
"","0","TC-043: order summary page shows item total","chromium","2026-01-02","skipped","2026-01-02","Order Summary","","",""
"","0","TC-020: should sort products by price high to low","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","0","TC-008: should display error with empty username","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"All users with correct credentials are redirected to inventory page.","1681","TC-001: valid users redirect to inventory page after login","SauceDemo","2026-01-02","passed","2026-01-02","Valid Credentials","Authentication Tests","",""
"","0","TC-009: should display error with empty password","chromium","2026-01-02","skipped","2026-01-02","Invalid Credentials","","",""
"","1","TC-001: valid users redirect to inventory page after login","chromium","2026-01-02","skipped","2026-01-02","Valid Credentials","","",""
"","0","TC-028: should remove all items from cart","chromium","2026-01-02","skipped","2026-01-02","Remove from Cart","","",""
"","0","TC-051: should redirect to login when accessing inventory page directly","chromium","2026-01-02","skipped","2026-01-02","Protected Routes","","",""
"","0","TC-013: should display all products on inventory page","chromium","2026-01-02","skipped","2026-01-02","Product Display","","",""
"","0","TC-035: cart page shows zero items when no products added","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","0","TC-022: back to products button redirects to inventory page","chromium","2026-01-02","skipped","2026-01-02","Product Details","","",""
"","0","TC-017: should sort products A-Z","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"","0","TC-044: should display ordered product items in summary","chromium","2026-01-02","skipped","2026-01-02","Order Summary","","",""
"","0","TC-024: should add multiple items to cart","chromium","2026-01-02","skipped","2026-01-02","Add to Cart","","",""
"","0","TC-060: should verify item no longer in cart after removal","chromium","2026-01-02","skipped","2026-01-02","View Cart","","",""
"","0","TC-050: mobile viewport displays inventory items and toggles menu","chromium","2026-01-02","skipped","2026-01-02","Mobile Viewport","","",""
"","0","TC-019: should sort products by price low to high","chromium","2026-01-02","skipped","2026-01-02","Sort Products","","",""
"Verify that login fails when password is not provided.","616","TC-009: should display error with empty password","SauceDemo","2026-01-02","passed","2026-01-02","Invalid Credentials","Authentication Tests","",""
