"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that a locked out user cannot access the application.","1621","TC-010: should block locked out user","SauceDemo","2026-01-06","passed","2026-01-06","Account Security","Authentication Tests","",""
"Verify that cart contents persist after logout and login.","3476","TC-031: should persist cart after logout and login","SauceDemo","2026-01-06","passed","2026-01-06","Cart Persistence","Cart Tests","",""
"Verify that multiple different items can be added to the cart.","1873","TC-024: should add multiple items to cart","SauceDemo","2026-01-06","passed","2026-01-06","Add to Cart","Cart Tests","",""
"Verify that login fails when username is not provided.","785","TC-008: should display error with empty username","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that inventory page loads within acceptable time (performance).","7329","TC-052: should load performance inventory page within acceptable time","SauceDemo","2026-01-06","passed","2026-01-06","Page Load Time","Platform Tests","",""
"Verify that all 6 products are displayed on the inventory page.","1573","TC-013: should display all products on inventory page","SauceDemo","2026-01-06","passed","2026-01-06","Product Display","Product Catalog Tests","",""
"Verify that order confirmation message is displayed.","2069","TC-046: should display order confirmation","SauceDemo","2026-01-06","passed","2026-01-06","Order Confirmation","Checkout Tests","",""
"Verify that an item can be added to cart from the product detail page.","1900","TC-037: should add item from product detail page","SauceDemo","2026-01-06","passed","2026-01-06","Add to Cart","Cart Tests","",""
"Verify that clicking on a product navigates to its detail page.","1579","TC-014: should navigate to product detail page","SauceDemo","2026-01-06","passed","2026-01-06","Product Details","Product Catalog Tests","",""
"Verify that accessing inventory page without login redirects to login page.","1106","TC-051: should redirect to login when accessing inventory page directly","SauceDemo","2026-01-06","passed","2026-01-06","Protected Routes","Platform Tests","",""
"Verify that user can return to inventory after completing order.","2274","TC-047: should return to home page after completing an order","SauceDemo","2026-01-06","passed","2026-01-06","Order Confirmation","Checkout Tests","",""
"Order complete page displays confirmation text to user.","2071","TC-055: order confirmation page shows thank you message","SauceDemo","2026-01-06","passed","2026-01-06","Order Confirmation","Checkout Tests","",""
"Verify that user session persists after refreshing the page.","1464","TC-012: should persist session after page refresh","SauceDemo","2026-01-06","passed","2026-01-06","Session Management","Authentication Tests","",""
"Verify that an item can be removed from the cart page.","2219","TC-027: should remove item from cart page","SauceDemo","2026-01-06","passed","2026-01-06","Remove from Cart","Cart Tests","",""
"Verify that removed item is no longer displayed in cart.","1826","TC-060: should verify item no longer in cart after removal","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
"After checkout, Back Home returns to inventory with an empty cart badge.","2393","TC-078: cart is empty after completing purchase and returning to inventory","SauceDemo","2026-01-06","passed","2026-01-06","Complete Order","Checkout Tests","",""
"Clicking cart icon in header redirects to cart page.","1196","TC-075: cart icon in header redirects to cart page","SauceDemo","2026-01-06","passed","2026-01-06","Menu Navigation","User Experience Tests","",""
"Verify that checkout fails when postal code is missing.","2484","TC-041: should validate missing postal code","SauceDemo","2026-01-06","passed","2026-01-06","Shipping Information","Checkout Tests","",""
"Verify that products can be sorted by price from low to high.","2141","TC-019: should sort products by price low to high","SauceDemo","2026-01-06","passed","2026-01-06","Sort Products","Product Catalog Tests","",""
"Verify that the ordered item appears in the order summary.","2216","TC-044: should display ordered product items in summary","SauceDemo","2026-01-06","passed","2026-01-06","Order Summary","Checkout Tests","",""
"Verify that checkout fails when last name is missing.","3206","TC-040: should validate missing last name","SauceDemo","2026-01-06","passed","2026-01-06","Shipping Information","Checkout Tests","",""
"Verify that adding the same item twice does not duplicate it in cart.","1684","TC-025: should not add same item twice","SauceDemo","2026-01-06","passed","2026-01-06","Add to Cart","Cart Tests","",""
"Verify that payment and shipping information is displayed in summary.","2255","TC-053: should display payment and shipping information","SauceDemo","2026-01-06","passed","2026-01-06","Order Summary","Checkout Tests","",""
"Clicking Continue Shopping from cart redirects to inventory page.","2008","TC-032: continue shopping button redirects to inventory page","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
"Cart page displays 0 items when user has not added any products.","1676","TC-035: cart page shows zero items when no products added","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
"Checkout step two displays the order total amount.","2350","TC-043: order summary page shows item total","SauceDemo","2026-01-06","passed","2026-01-06","Order Summary","Checkout Tests","",""
"Cart page displays each item that was added from inventory.","1316","TC-029: cart page shows all added items","SauceDemo","2026-01-06","passed","2026-01-06","View Cart","Cart Tests","",""
"Verify that checkout fails when first name is missing.","1589","TC-039: should validate missing first name","SauceDemo","2026-01-06","passed","2026-01-06","Shipping Information","Checkout Tests","",""
"At iPhone 12/13 Pro viewport (390x844), inventory page shows items and menu opens/closes.","3233","TC-050: mobile viewport displays inventory items and toggles menu","SauceDemo","2026-01-06","passed","2026-01-06","Mobile Viewport","User Experience Tests","",""
"Verify that a single item can be added to the cart.","1698","TC-023: should add single item to cart","SauceDemo","2026-01-06","passed","2026-01-06","Add to Cart","Cart Tests","",""
"Verify that app state can be reset from the menu.","3558","TC-049: should reset app state","SauceDemo","2026-01-06","passed","2026-01-06","Reset State","User Experience Tests","",""
"Verify that products can be sorted alphabetically A to Z.","2052","TC-017: should sort products A-Z","SauceDemo","2026-01-06","passed","2026-01-06","Sort Products","Product Catalog Tests","",""
"Clicking Finish on checkout summary redirects to order complete page.","2225","TC-045: finish button redirects to order confirmation page","SauceDemo","2026-01-06","passed","2026-01-06","Complete Order","Checkout Tests","",""
"Verify that login fails when password is not provided.","1472","TC-009: should display error with empty password","SauceDemo","2026-01-06","passed","2026-01-06","Invalid Credentials","Authentication Tests","",""
"Verify that menu starts closed, opens when clicking burger icon, closes when clicking X.","3361","TC-048: hamburger menu toggles between open and closed states","SauceDemo","2026-01-06","passed","2026-01-06","Menu Navigation","User Experience Tests","",""
